
SUBSTR(T.CALLED,1,7)					   COUNT(*)
0045282 							  4
0045283 							  6
0045284 							  9
0045285 							 13
0045286 							 15
0045288 							  3
0045289 							 17

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0045292 							  3
0045294 							  5
0045296 							  9
0045298 							  2
0045302 							  3
0045303 							  4
0045306 							  6
0045307 							  2
0045308 							  2
0045311 							 13
0045312 							  7

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0045316 							  3
0045317 							  2
0045326 							  3
0045328 							  4
0045388 							  1
0045401 							  6
0045405 							  1
0045406 							  1
0045409 							  2
0045411 							 15
0045412 							  4

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0045414 							  4
0045415 							  4
0045469 							  1
0045483 							  4
0045501 							  1
0045504 							  5
0045505 							  5
0045508 							  1
0045512 							 25
0045513 							 20
0045515 							 42

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0045518 							  3
0045528 							  3
0045580 							  3
0045601 							  6
0045602 							  5
0045603 							  2
0045606 							  3
0045608 							  4
0045609 							  1
0045612 							  1
0045616 							  9

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0045618 							 17
0045619 							 10
0045759 							  1
0045761 							  3
0045769 							  1
0045963 							  1
0046067 							  2
0046073 							  2
0046161 							  4
0046164 							  1
0046176 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0046206 							  2
0046313 							  3
0046314 							  2
0046315 							  1
0046350 							  1
0046373 							  1
0046407 							  2
0046409 							  2
0046465 							  5
0046467 							  1
0046520 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0046550 							  1
0046570 							  1
0046701 							  2
0046702 							 52
0046703 							 44
0046704 							293
0046705 							 12
0046706 							 14
0046707 							 58
0046708 							  2
0046709 							 10

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0046722 							  1
0046728 							  1
0046730 							 11
0046731 							  1
0046732 							  3
0046733 							  8
0046734 							  2
0046735 							316
0046736 							374
0046737 							422
0046738 							  6

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0046739 							471
0046756 							  3
0046761 							  1
0046762 							376
0046763 							  1
0046765 							  9
0046767 							  1
0046768 							 21
0046853 							  4
0046854 							  1
0046855 							  4

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0046858 							  1
0046860 							  1
0046861 							  3
0046870 							  1
0046871 							  2
0046874 							  1
0047223 							  1
0047257 							  3
0047400 							  1
0047404 							 16
0047410 							  7

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0047411 							  3
0047412 							 19
0047414 							  5
0047415 							  7
0047450 							  4
0047452 							 36
0047454 							 11
0047456 							 23
0047464 							  6
0047466 							  2
0047470 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0047472 							 18
0047473 							 71
0047476 							  2
0047478 							  7
0047480 							 29
0047481 							 17
0047482 							 18
0047692 							  1
0047703 							  1
0047737 							  2
0047747 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0047883 							  4
0047900 							  5
0047901 							  1
0047902 							 11
0047904 							  1
0047905 							  6
0047907 							  4
0047908 							  5
0047909 							 12
0047911 							  1
0047917 							  3

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0047920 							  3
0047928 							  1
0047930 							  1
0047936 							  9
0047938 							  4
0047942 							  3
0047948 							  4
0047951 							  8
0047954 							  2
0047955 							  1
0047957 							 16

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0047958 							  2
0047959 							  3
0047966 							 22
0047970 							  1
0047971 							  7
0047975 							  2
0047976 							  1
0047977 							 18
0047979 							  1
0047980 							 21
0047984 							  7

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0047986 							 33
0047988 							 13
0047990 							  3
0047992 							  1
0047993 							  4
0047994 							  7
0047995 							 21
0047996 							  1
0047998 							 61
0048224 							  4
0048500 							  8

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0048501 							  6
0048502 							 13
0048503 							  9
0048505 							  2
0048508 							  5
0048512 							  2
0048602 							  1
0048603 							  1
0048604 							  1
0048605 							  2
0048607 							  4

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0048661 							  5
0048663 							  2
0048668 							 15
0048693 							  1
0048697 							  3
0048698 							 24
0048885 							  3
0049017 							  2
0049020 							  1
0049030 							  1
0049052 							  9

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0049151 							230
0049152 							 20
0049160 							173
0049162 							  7
0049163 							  6
0049170 							 89
0049171 							 57
0049172 							 25
0049173 							 32
0049174 							 16
0049175 							 95

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0049176 						       1038
0049177 							  2
0049178 							  5
0049179 							395
0049201 							 19
0049202 							  5
0049211 							  1
0049213 							  1
0049221 							  4
0049227 							  3
0049230 							  4

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0049234 							  2
0049241 							  2
0049244 							  1
0049254 							  1
0049263 							  1
0049304 							  7
0049341 							  2
0049345 							  1
0049423 							  3
0049505 							  1
0049511 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0049521 							  2
0049525 							  3
0049593 							  1
0049603 							  1
0049606 							  1
0049613 							  1
0049621 							  3
0049639 							  1
0049653 							  2
0049711 							  1
0049723 							  3

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0049754 							  1
0049821 							  1
0049822 							  9
0049841 							  1
0049893 							  1
0049894 							 48
0049896 							  1
0049897 							  2
0049921 							  1
0054221 							  2
0056441 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0058418 							  4
0060122 							  7
0060123 							 10
0060124 							  6
0060126 							  6
0060127 							  1
0060129 							  5
0060162 							  1
0060163 							  9
0060166 							  1
0060169 							  2

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0060172 							 39
0060173 							 11
0060176 							  6
0060192 							  8
0060750 							  2
0061296 							  4
0061297 							  2
0061304 							  1
0061393 							  1
0061401 							  1
0061402 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0061403 							  4
0061404 							  3
0061406 							  1
0061409 							  1
0061411 							  7
0061412 							  9
0061415 							  5
0061416 							  3
0061417 							  2
0061421 							  9
0061422 							  6

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0061423 							 11
0061431 							  4
0061432 							  7
0061434 							  5
0061442 							  1
0061893 							  3
0062216 							  1
0062219 							  1
0062762 							  1
0062776 							  2
0062796 							  6

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0062799 							  1
0062811 							  2
0062812 							  6
0062813 							 45
0062815 							  1
0062852 							  9
0062856 							  1
0062988 							  1
0063392 							  1
0063906 							210
0063910 							  4

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0063914 							  1
0063915 							201
0063916 							183
0063917 							133
0063918 							 14
0063919 							 12
0063920 							 21
0063921 							 17
0063926 							 69
0063927 							121
0063928 							  9

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0063980 							  2
0064073 							  2
0064173 							  4
0064210 							  2
0064212 							  1
0064703 							  1
0064739 							  1
0064770 							  3
0065149 							  1
0065815 							  2
0065816 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0065819 							  2
0065901 							  6
0065903 							  3
0065914 							  1
0065938 							  3
0065961 							  1
0065968 							  5
0065974 							  1
0065976 							  2
0065986 							  2
0065988 							  4

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0066066 							  2
0066100 							  1
0066120 							  3
0066129 							  1
0066130 							  3
0066153 							  6
0066155 							  1
0066156 							  1
0066157 							  4
0066165 							  1
0066168 							  2

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0066177 							 18
0066183 							  3
0066188 							  1
0066192 							  2
0066413 							  1
0066428 							  2
0066491 							  7
0066502 							  1
0066509 							  1
0066527 							  4
0066577 							  3

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0066598 							  1
0066600 							  4
0066601 							  4
0066602 							  1
0066606 							  6
0066610 							  1
0066615 							  8
0066617 							  1
0066651 							  1
0066677 							  1
0066689 							  3

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0066690 							  7
0066697 							  1
0066702 							  1
0066709 							  5
0066714 							  2
0066725 							  1
0066777 							  3
0066780 							  4
0066783 							  2
0066793 							  2
0066852 							  1

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0066901 							 15
0066904 							  3
0066910 							  1
0066915 							  5
0066928 							 21
0066960 							  1
0066974 							 11
0066978 							  2
0066979 							  1
0067716 							  1
0069220 							  4

SUBSTR(T.CALLED,1,7)					   COUNT(*)
-------------------------------------------------------- ----------
0069393 							 10
